"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"fin_0355-2047_1905-01-04_3-00006_751679.txt.lemmatized",3.07309864135543e-05,3.07309864101864e-05,3.07309864105187e-05,0.343371909781723,3.0730986412272e-05,3.07309864095774e-05,3.07309864112975e-05,3.07309864121343e-05,3.07309864119756e-05,3.07309864115273e-05,3.07309864131711e-05,3.07309864107519e-05,3.07309864111975e-05,0.656074932462878,3.07309864078842e-05,3.07309864100582e-05,3.07309864124429e-05,3.07309864087677e-05,3.07309864112505e-05,3.07309864098499e-05
"fin_0355-2047_1905-01-04_3-00007_751679.txt.lemmatized",2.75358993953383e-05,0.00942476906829887,2.75358993955087e-05,0.035742711881117,2.75358993952418e-05,2.75358993970065e-05,2.75358993944529e-05,0.0756847203137502,0.110590635268982,2.75358993939208e-05,2.75358993949704e-05,0.0206458434179624,2.75358993942185e-05,0.060315044156173,0.0194070723581801,0.561735661176459,0.106150647465733,2.75358993947357e-05,2.75358993950148e-05,2.75358993947505e-05
"fin_0355-2047_1905-01-04_3-00008_751679.txt.lemmatized",3.37918894431301e-05,3.37918894484265e-05,3.37918894501621e-05,3.37918894429716e-05,3.37918894440687e-05,0.444809440812096,3.37918894445705e-05,3.3791889445183e-05,3.37918894430415e-05,3.37918894433026e-05,3.37918894434384e-05,3.3791889447514e-05,3.37918894437302e-05,3.37918894431799e-05,0.554582305177894,3.37918894452095e-05,3.37918894449236e-05,3.37918894484199e-05,3.37918894439347e-05,3.37918894446478e-05
"fin_0355-2047_1905-01-05_4-00001_751680.txt.lemmatized",8.29615069950928e-05,0.155664523467949,8.29615069935808e-05,8.29615069905243e-05,8.29615069963877e-05,8.29615069958235e-05,8.29615070003234e-05,8.2961506997851e-05,8.29615069983226e-05,8.29615069993583e-05,8.29615070027468e-05,0.679076418168447,0.0582828405082303,8.29615069902279e-05,8.29615069911477e-05,0.105648833743426,8.29615070060968e-05,8.29615069955568e-05,8.29615069944318e-05,8.29615069997748e-05
"fin_0355-2047_1905-01-05_4-00002_751680.txt.lemmatized",0.0446989764288891,0.163971982158897,3.90657369959271e-05,3.90657370042873e-05,3.90657369954929e-05,3.90657369947372e-05,3.90657369958327e-05,3.90657369954959e-05,3.90657369999252e-05,0.262145091932812,0.174325537562385,3.90657369966973e-05,0.0497126959464749,3.90657370019861e-05,3.90657369929632e-05,3.90657369957694e-05,3.90657370011673e-05,0.304598795652576,3.90657369976381e-05,3.90657369977013e-05
"fin_0355-2047_1905-01-05_4-00003_751680.txt.lemmatized",0.463748541516966,2.61835356845908e-05,2.618353568205e-05,2.61835356863043e-05,0.185962407531681,2.61835356854283e-05,2.61835356849369e-05,2.61835356821522e-05,2.6183535685244e-05,0.123279958981472,0.136356553396104,2.6183535683189e-05,2.61835356851053e-05,0.0677692116666809,2.6183535684743e-05,2.61835356840183e-05,0.0158835550006074,2.61835356819457e-05,2.61835356862442e-05,0.00665938594259348
"fin_0355-2047_1905-01-05_4-00004_751680.txt.lemmatized",0.282584649745123,0.01879555735841,0.0231796450209994,2.64876376652631e-05,0.28546617543143,2.64876376660712e-05,2.64876376661089e-05,2.64876376653442e-05,2.64876376658698e-05,2.64876376684314e-05,0.193012305334968,2.64876376664938e-05,2.64876376659789e-05,0.106153387381007,2.64876376652284e-05,2.64876376655004e-05,0.0904639404384031,2.64876376651611e-05,2.6487637667629e-05,2.64876376659208e-05
"fin_0355-2047_1905-01-05_4-00005_751680.txt.lemmatized",2.8570780250167e-05,2.85707802488725e-05,2.85707802518496e-05,0.0102959134175438,0.0219777921637882,2.85707802493462e-05,2.85707802500404e-05,2.85707802512978e-05,2.85707802485984e-05,2.85707802496619e-05,0.174555201780004,2.85707802497893e-05,0.0685291366184172,0.670056275000452,0.005362141092984,2.85707802500838e-05,2.85707802513338e-05,2.85707802484602e-05,2.8570780249674e-05,0.0488521197835616
"fin_0355-2047_1905-01-05_4-00006_751680.txt.lemmatized",2.63685401838434e-05,2.6368540181888e-05,2.63685401807785e-05,0.34474146456502,2.63685401823826e-05,2.63685401816323e-05,2.63685401822923e-05,2.63685401824322e-05,2.63685401834673e-05,2.63685401828841e-05,0.0286200189005784,2.63685401801742e-05,2.63685401830822e-05,0.626190251351308,2.63685401785515e-05,2.63685401800595e-05,2.63685401840884e-05,2.63685401805588e-05,2.63685401840961e-05,2.63685401816579e-05
"fin_0355-2047_1905-01-05_4-00007_751680.txt.lemmatized",0.0483952175834872,2.81399137106129e-05,2.81399137106688e-05,0.0140605402709856,2.81399137105578e-05,2.81399137102071e-05,2.81399137106576e-05,0.0650389984465388,0.246811908043472,2.81399137112561e-05,0.014492377157263,2.81399137082512e-05,2.81399137112207e-05,0.50520635014223,2.81399137192502e-05,0.0558823643517248,0.0497745650397679,2.81399137064073e-05,2.813991370996e-05,2.81399137115386e-05
"fin_0355-2047_1905-01-05_4-00008_751680.txt.lemmatized",3.57955573624892e-05,3.57955573637045e-05,0.262312325283272,3.57955573601541e-05,3.57955573634849e-05,3.57955573659212e-05,3.57955573645416e-05,0.0659263540563606,3.57955573624728e-05,3.57955573615981e-05,3.57955573616976e-05,0.0271376381658578,3.57955573632435e-05,3.57955573627245e-05,0.635164560448383,3.57955573629991e-05,3.57955573644538e-05,0.00892218868568088,3.57955573625157e-05,3.57955573637908e-05
"fin_0355-2047_1905-01-06_5-00001_751681.txt.lemmatized",6.3662778160724e-05,0.101444142828546,6.36627781627703e-05,6.36627781619627e-05,0.0134150040953605,6.36627781663428e-05,6.36627781661691e-05,0.0780611628551673,6.36627781635813e-05,6.36627781674183e-05,6.36627781626444e-05,0.799213763941932,6.36627781655925e-05,6.36627781596158e-05,0.00691098460652711,6.36627781684337e-05,6.36627781664187e-05,6.36627781677801e-05,6.36627781624099e-05,6.36627781655729e-05
"fin_0355-2047_1905-01-06_5-00002_751681.txt.lemmatized",5.53382776502932e-05,0.522484909264934,5.53382776428877e-05,5.53382776465777e-05,5.53382776418478e-05,5.53382776412768e-05,5.53382776483858e-05,5.5338277638114e-05,5.53382776453414e-05,5.53382776530177e-05,5.53382776476865e-05,5.53382776427743e-05,5.53382776482526e-05,5.53382776511173e-05,5.53382776396056e-05,5.5338277643667e-05,0.0217297396686121,0.454844600346485,5.53382776430413e-05,5.5338277644632e-05
"fin_0355-2047_1905-01-06_5-00003_751681.txt.lemmatized",0.598542517088989,2.5218434413479e-05,2.52184344115183e-05,2.52184344134269e-05,0.00793074813188573,2.52184344115529e-05,2.5218434413111e-05,0.00847224803408852,2.52184344123115e-05,0.156781573323768,2.52184344126954e-05,2.52184344120615e-05,2.5218434412336e-05,0.0495759739804858,2.52184344126577e-05,0.0211436084100117,0.00644631351734715,2.52184344108773e-05,2.52184344125986e-05,0.150804396300475
"fin_0355-2047_1905-01-06_5-00004_751681.txt.lemmatized",0.494409551035187,2.50186322143308e-05,2.50186322109798e-05,2.50186322116651e-05,0.097471796611322,2.50186322140442e-05,2.50186322146138e-05,2.5018632213868e-05,2.50186322131752e-05,2.50186322121926e-05,2.5018632214576e-05,2.50186322142618e-05,2.50186322132899e-05,0.310718941516004,2.50186322121122e-05,0.0325042950377768,2.50186322144892e-05,2.50186322130228e-05,2.50186322139067e-05,0.0645201363165104
"fin_0355-2047_1905-01-06_5-00005_751681.txt.lemmatized",0.553538641649516,0.00889345471225219,0.0351494523569957,2.67639425242362e-05,2.67639425265686e-05,2.67639425257878e-05,0.0848080286556438,2.67639425248364e-05,2.67639425253236e-05,0.0269552545837922,0.0584537383399107,2.67639425250806e-05,2.67639425266297e-05,0.15769437473114,2.67639425273535e-05,2.67639425274704e-05,2.67639425261285e-05,2.67639425240725e-05,0.0741858876604393,2.67639425261412e-05
"fin_0355-2047_1905-01-06_5-00006_751681.txt.lemmatized",2.69219122022268e-05,2.69219122004043e-05,2.69219121992205e-05,0.363183683097947,2.69219122008898e-05,2.69219122007708e-05,2.69219122012445e-05,2.69219121999962e-05,2.69219122017597e-05,2.69219122012156e-05,2.69219122021918e-05,2.69219121986364e-05,2.6921912200825e-05,0.636331722482448,2.69219121995188e-05,2.69219121981482e-05,2.69219122013603e-05,2.69219121961447e-05,2.69219122011443e-05,2.69219121994344e-05
"fin_0355-2047_1905-01-06_5-00007_751681.txt.lemmatized",2.76099793252481e-05,2.76099793231136e-05,2.76099793226664e-05,0.224634405030002,2.76099793259755e-05,2.76099793242284e-05,2.76099793242235e-05,0.122299264858699,2.76099793259378e-05,2.76099793243325e-05,0.0125502859781739,2.76099793238226e-05,2.76099793251071e-05,0.553248226765328,2.76099793225519e-05,0.0394054837010895,0.047475793956168,2.76099793227975e-05,2.76099793248266e-05,2.76099793248892e-05
"fin_0355-2047_1905-01-06_5-00008_751681.txt.lemmatized",3.35433833351877e-05,3.35433833378023e-05,0.393712635150444,3.35433833334493e-05,3.35433833351504e-05,3.35433833368302e-05,3.35433833376368e-05,0.023124681389841,3.35433833362497e-05,3.35433833345747e-05,3.35433833344385e-05,3.35433833385935e-05,3.35433833365453e-05,3.35433833347707e-05,0.582592445943001,3.35433833375587e-05,3.35433833354933e-05,3.3543383335635e-05,3.35433833377264e-05,3.35433833361925e-05
"fin_0355-2047_1905-01-08_6-00001_751682.txt.lemmatized",8.1804260636738e-05,0.123808397545441,8.18042606425098e-05,8.18042606338569e-05,8.18042606501038e-05,8.18042606448796e-05,8.18042606417569e-05,8.18042606470071e-05,8.18042606364203e-05,8.1804260639068e-05,8.18042606376941e-05,0.858894946434018,8.18042606381577e-05,8.18042606346439e-05,8.18042606371432e-05,0.015905983589646,8.18042606468293e-05,8.18042606465428e-05,8.18042606359881e-05,8.1804260645134e-05
"fin_0355-2047_1905-01-08_6-00002_751682.txt.lemmatized",3.9065736996242e-05,0.667413538182101,3.9065737001055e-05,3.90657369962902e-05,3.90657369986595e-05,3.90657369980182e-05,3.90657369983978e-05,0.0941466349388881,3.90657369977284e-05,3.90657369971954e-05,3.90657369992828e-05,3.9065737000848e-05,3.90657369977277e-05,3.90657369965606e-05,3.90657369966954e-05,0.0211525305934435,3.90657369985447e-05,0.216662244493596,3.90657369991402e-05,3.90657369986373e-05
"fin_0355-2047_1905-01-08_6-00003_751682.txt.lemmatized",0.206303204239879,3.03897385420745e-05,3.03897385438083e-05,0.00748658602496413,3.0389738544215e-05,3.03897385434607e-05,3.03897385423015e-05,3.03897385420291e-05,3.03897385439859e-05,3.03897385431993e-05,3.03897385451526e-05,3.03897385426081e-05,0.149289634619696,0.246210541094633,3.03897385420535e-05,0.0376898248285884,3.0389738544818e-05,0.162418768279207,3.03897385434752e-05,0.190206374311969
"fin_0355-2047_1905-01-08_6-00004_751682.txt.lemmatized",0.571250288940146,2.16992501948108e-05,2.16992501922283e-05,2.16992501923567e-05,0.2982548290281,2.16992501940758e-05,2.1699250193219e-05,2.16992501917492e-05,2.16992501921941e-05,0.0489313787348576,2.1699250193163e-05,2.16992501941471e-05,2.16992501930854e-05,0.0812163152938087,2.16992501918248e-05,2.1699250192852e-05,2.16992501935089e-05,2.1699250191147e-05,2.16992501930664e-05,2.16992501938443e-05
"fin_0355-2047_1905-01-08_6-00005_751682.txt.lemmatized",0.471497035943636,0.0272734921339379,2.52339360786594e-05,2.52339360765857e-05,0.0388837638795382,2.52339360769568e-05,2.52339360777458e-05,2.52339360772618e-05,2.52339360765722e-05,0.0153732169637138,0.0622975666776501,2.52339360775349e-05,0.00817923990450396,0.301978582477343,2.52339360748167e-05,2.52339360758493e-05,2.52339360779905e-05,2.5233936074827e-05,0.0742142947867545,2.52339360780785e-05
"fin_0355-2047_1905-01-08_6-00006_751682.txt.lemmatized",3.12218142157729e-05,3.1221814214041e-05,3.12218142159378e-05,0.464399946920046,3.12218142155602e-05,3.12218142138907e-05,3.12218142147693e-05,3.12218142147188e-05,3.12218142159314e-05,3.12218142157419e-05,3.12218142148153e-05,3.12218142148766e-05,3.12218142142252e-05,0.535038060424091,3.12218142133831e-05,3.12218142126506e-05,3.12218142161786e-05,3.12218142118963e-05,3.122181421474e-05,3.12218142141929e-05
"fin_0355-2047_1905-01-08_6-00007_751682.txt.lemmatized",2.61501770606132e-05,0.0168966590139504,2.61501770602852e-05,0.0179522768347307,2.61501770608211e-05,2.61501770601801e-05,2.61501770598267e-05,0.116427445446298,0.363209435384091,2.61501770598972e-05,0.105625702110457,2.61501770601524e-05,2.6150177060304e-05,0.379522378731635,2.61501770588555e-05,2.61501770599589e-05,2.61501770594762e-05,2.61501770579842e-05,2.61501770595874e-05,2.61501770598696e-05
"fin_0355-2047_1905-01-08_6-00008_751682.txt.lemmatized",4.63424288376466e-05,4.63424288410805e-05,0.95689683078714,4.63424288355101e-05,4.63424288402694e-05,4.63424288396029e-05,4.6342428841946e-05,0.0422690054937448,4.63424288371247e-05,4.63424288401463e-05,4.63424288385431e-05,4.63424288432954e-05,4.63424288409047e-05,4.63424288366235e-05,4.63424288412851e-05,4.63424288461271e-05,4.63424288390164e-05,4.63424288355329e-05,4.63424288397576e-05,4.63424288409985e-05
"fin_0355-2047_1905-01-10_7-00001_751683.txt.lemmatized",6.174759268844e-05,0.263323710997786,6.17475926910782e-05,6.174759268713e-05,6.17475926891913e-05,6.17475926935259e-05,6.17475926905187e-05,0.0736850861266755,6.17475926911994e-05,6.17475926903506e-05,6.17475926941988e-05,0.586643995284519,6.17475926923785e-05,6.17475926866048e-05,6.17475926860215e-05,6.17475926904063e-05,0.0753592461079796,6.17475926905081e-05,6.17475926893379e-05,6.1747592688928e-05
"fin_0355-2047_1905-01-10_7-00002_751683.txt.lemmatized",4.04117426105664e-05,0.150627874415348,4.04117426072448e-05,4.04117426088482e-05,4.04117426062528e-05,4.0411742607149e-05,4.04117426070463e-05,4.04117426083506e-05,0.0364411893738397,4.04117426095234e-05,0.00947447709699909,4.04117426073195e-05,4.04117426112248e-05,0.117261624198629,4.04117426045782e-05,4.04117426094215e-05,4.04117426102858e-05,0.588299343093492,4.04117426093229e-05,0.0973297274251759
"fin_0355-2047_1905-01-10_7-00003_751683.txt.lemmatized",0.230674499525615,2.70817577294125e-05,2.70817577259644e-05,2.70817577274826e-05,0.141506460235669,2.70817577276794e-05,2.70817577279769e-05,2.70817577268926e-05,2.70817577275957e-05,2.70817577290378e-05,2.70817577292956e-05,2.7081757726908e-05,2.70817577280596e-05,0.354411641627785,2.70817577298244e-05,2.70817577301628e-05,0.0220686090848449,2.70817577250791e-05,2.70817577289863e-05,0.250932563160166
"fin_0355-2047_1905-01-10_7-00004_751683.txt.lemmatized",0.681665433551566,2.57080143074521e-05,2.5708014307339e-05,2.57080143054831e-05,2.5708014307062e-05,0.0055705638042023,2.57080143060742e-05,2.57080143059657e-05,2.57080143054149e-05,2.57080143067382e-05,0.0625659568970298,2.57080143063284e-05,0.0527565904758064,0.13154002543796,2.5708014304103e-05,2.57080143048337e-05,0.0389592406478917,2.57080143034776e-05,2.5708014305919e-05,0.0266079849995675
"fin_0355-2047_1905-01-10_7-00005_751683.txt.lemmatized",0.379201423381172,2.66423530646996e-05,2.66423530659748e-05,2.6642353063302e-05,0.0220527135456447,2.66423530661179e-05,0.0226224171681853,2.66423530659409e-05,2.66423530642166e-05,2.66423530637343e-05,0.0339566896438833,2.66423530667911e-05,0.133044875600681,0.294270270154703,2.66423530624375e-05,2.66423530644872e-05,2.66423530664008e-05,2.66423530626527e-05,0.114505259915889,2.664235306551e-05
"fin_0355-2047_1905-01-10_7-00006_751683.txt.lemmatized",2.64876376658353e-05,2.64876376623326e-05,2.64876376614295e-05,0.359338341690329,2.64876376643312e-05,2.6487637662288e-05,2.64876376652194e-05,2.6487637661448e-05,2.64876376661438e-05,2.64876376668258e-05,2.64876376648414e-05,2.64876376617671e-05,2.64876376647652e-05,0.640184880831727,2.6487637660341e-05,2.64876376615876e-05,2.64876376675215e-05,2.64876376599365e-05,2.64876376643855e-05,2.64876376635446e-05
"fin_0355-2047_1905-01-10_7-00007_751683.txt.lemmatized",2.73706642841429e-05,2.73706642857087e-05,2.73706642845014e-05,2.73706642835694e-05,0.0875488427123685,2.7370664286019e-05,2.73706642823677e-05,0.236673466628288,0.0552394006102957,2.73706642830369e-05,0.304453998234636,2.73706642857127e-05,2.73706642837938e-05,0.230915269705518,2.73706642839383e-05,2.737066428417e-05,0.084785832808922,2.73706642797123e-05,2.73706642824799e-05,2.73706642837662e-05
"fin_0355-2047_1905-01-10_7-00008_751683.txt.lemmatized",2.70104815465783e-05,2.70104815520404e-05,2.70104815502978e-05,2.70104815474155e-05,2.70104815487296e-05,0.41401398792027,2.70104815482557e-05,0.0221253524911668,2.70104815466312e-05,2.70104815466799e-05,2.7010481547244e-05,2.70104815518829e-05,2.70104815474099e-05,2.7010481546106e-05,0.563401481402232,2.70104815534182e-05,2.70104815467852e-05,2.70104815555891e-05,2.70104815473438e-05,2.70104815486247e-05
"fin_0355-2047_1905-01-11_8-00001_751684.txt.lemmatized",6.99550563890656e-05,0.383368310141175,6.99550563781971e-05,6.99550563820606e-05,6.99550563788495e-05,6.99550563809836e-05,6.99550563818054e-05,6.99550563791274e-05,6.99550563865772e-05,6.99550563808517e-05,6.99550563827605e-05,0.61537249884394,6.99550563867096e-05,6.99550563943919e-05,6.99550563738978e-05,6.99550563819587e-05,6.99550563862983e-05,6.99550563753627e-05,6.99550563810348e-05,6.99550563856146e-05
