"","x"
"fin_0355-2047_1905-06-16_137-00005_759579.txt.lemmatized",1
"fin_0355-2047_1905-06-16_137-00006_759579.txt.lemmatized",14
"fin_0355-2047_1905-06-16_137-00007_759579.txt.lemmatized",16
"fin_0355-2047_1905-06-16_137-00008_759579.txt.lemmatized",15
"fin_0355-2047_1905-06-17_138-00001_759580.txt.lemmatized",12
"fin_0355-2047_1905-06-17_138-00002_759580.txt.lemmatized",18
"fin_0355-2047_1905-06-17_138-00003_759580.txt.lemmatized",1
"fin_0355-2047_1905-06-17_138-00004_759580.txt.lemmatized",1
"fin_0355-2047_1905-06-17_138-00005_759580.txt.lemmatized",1
"fin_0355-2047_1905-06-17_138-00006_759580.txt.lemmatized",14
"fin_0355-2047_1905-06-17_138-00007_759580.txt.lemmatized",8
"fin_0355-2047_1905-06-17_138-00008_759580.txt.lemmatized",15
"fin_0355-2047_1905-06-18_139-00001_759581.txt.lemmatized",12
"fin_0355-2047_1905-06-18_139-00002_759581.txt.lemmatized",18
"fin_0355-2047_1905-06-18_139-00003_759581.txt.lemmatized",1
"fin_0355-2047_1905-06-18_139-00004_759581.txt.lemmatized",1
"fin_0355-2047_1905-06-18_139-00005_759581.txt.lemmatized",14
"fin_0355-2047_1905-06-18_139-00006_759581.txt.lemmatized",8
"fin_0355-2047_1905-06-18_139-00007_759581.txt.lemmatized",3
"fin_0355-2047_1905-06-18_139-00008_759581.txt.lemmatized",3
"fin_0355-2047_1905-06-20_140-00001_759582.txt.lemmatized",12
"fin_0355-2047_1905-06-20_140-00002_759582.txt.lemmatized",18
"fin_0355-2047_1905-06-20_140-00003_759582.txt.lemmatized",1
"fin_0355-2047_1905-06-20_140-00004_759582.txt.lemmatized",1
"fin_0355-2047_1905-06-20_140-00005_759582.txt.lemmatized",14
"fin_0355-2047_1905-06-20_140-00006_759582.txt.lemmatized",1
"fin_0355-2047_1905-06-20_140-00007_759582.txt.lemmatized",16
"fin_0355-2047_1905-06-20_140-00008_759582.txt.lemmatized",15
"fin_0355-2047_1905-06-21_141-00001_759583.txt.lemmatized",12
"fin_0355-2047_1905-06-21_141-00002_759583.txt.lemmatized",18
"fin_0355-2047_1905-06-21_141-00003_759583.txt.lemmatized",1
"fin_0355-2047_1905-06-21_141-00004_759583.txt.lemmatized",14
"fin_0355-2047_1905-06-21_141-00005_759583.txt.lemmatized",1
"fin_0355-2047_1905-06-21_141-00006_759583.txt.lemmatized",1
"fin_0355-2047_1905-06-21_141-00007_759583.txt.lemmatized",11
"fin_0355-2047_1905-06-21_141-00008_759583.txt.lemmatized",15
"fin_0355-2047_1905-06-22_142-00001_759584.txt.lemmatized",12
"fin_0355-2047_1905-06-22_142-00002_759584.txt.lemmatized",18
"fin_0355-2047_1905-06-22_142-00003_759584.txt.lemmatized",5
"fin_0355-2047_1905-06-22_142-00004_759584.txt.lemmatized",14
"fin_0355-2047_1905-06-22_142-00005_759584.txt.lemmatized",14
"fin_0355-2047_1905-06-22_142-00006_759584.txt.lemmatized",15
"fin_0355-2047_1905-06-23_143-00001_759585.txt.lemmatized",12
"fin_0355-2047_1905-06-23_143-00002_759585.txt.lemmatized",18
"fin_0355-2047_1905-06-23_143-00003_759585.txt.lemmatized",1
"fin_0355-2047_1905-06-23_143-00004_759585.txt.lemmatized",1
"fin_0355-2047_1905-06-23_143-00005_759585.txt.lemmatized",8
"fin_0355-2047_1905-06-23_143-00006_759585.txt.lemmatized",3
"fin_0355-2047_1905-06-24_144-00001_759586.txt.lemmatized",12
"fin_0355-2047_1905-06-24_144-00002_759586.txt.lemmatized",18
"fin_0355-2047_1905-06-24_144-00003_759586.txt.lemmatized",1
"fin_0355-2047_1905-06-24_144-00004_759586.txt.lemmatized",14
"fin_0355-2047_1905-06-24_144-00005_759586.txt.lemmatized",14
"fin_0355-2047_1905-06-24_144-00006_759586.txt.lemmatized",8
"fin_0355-2047_1905-06-24_144-00007_759586.txt.lemmatized",3
"fin_0355-2047_1905-06-24_144-00008_759586.txt.lemmatized",3
"fin_0355-2047_1905-06-27_145-00001_759587.txt.lemmatized",12
"fin_0355-2047_1905-06-27_145-00002_759587.txt.lemmatized",2
"fin_0355-2047_1905-06-27_145-00003_759587.txt.lemmatized",1
"fin_0355-2047_1905-06-27_145-00004_759587.txt.lemmatized",5
"fin_0355-2047_1905-06-27_145-00005_759587.txt.lemmatized",14
"fin_0355-2047_1905-06-27_145-00006_759587.txt.lemmatized",14
"fin_0355-2047_1905-06-27_145-00007_759587.txt.lemmatized",8
"fin_0355-2047_1905-06-27_145-00008_759587.txt.lemmatized",15
"fin_0355-2047_1905-06-28_146-00001_759588.txt.lemmatized",12
"fin_0355-2047_1905-06-28_146-00002_759588.txt.lemmatized",18
"fin_0355-2047_1905-06-28_146-00003_759588.txt.lemmatized",14
"fin_0355-2047_1905-06-28_146-00004_759588.txt.lemmatized",1
"fin_0355-2047_1905-06-28_146-00005_759588.txt.lemmatized",14
"fin_0355-2047_1905-06-28_146-00006_759588.txt.lemmatized",16
"fin_0355-2047_1905-06-28_146-00007_759588.txt.lemmatized",8
"fin_0355-2047_1905-06-28_146-00008_759588.txt.lemmatized",15
"fin_0355-2047_1905-06-29_147-00001_759589.txt.lemmatized",12
"fin_0355-2047_1905-06-29_147-00002_759589.txt.lemmatized",18
"fin_0355-2047_1905-06-29_147-00003_759589.txt.lemmatized",1
"fin_0355-2047_1905-06-29_147-00004_759589.txt.lemmatized",1
"fin_0355-2047_1905-06-29_147-00005_759589.txt.lemmatized",14
"fin_0355-2047_1905-06-29_147-00006_759589.txt.lemmatized",14
"fin_0355-2047_1905-06-29_147-00007_759589.txt.lemmatized",8
"fin_0355-2047_1905-06-29_147-00008_759589.txt.lemmatized",15
"fin_0355-2047_1905-06-30_148-00001_759590.txt.lemmatized",12
"fin_0355-2047_1905-06-30_148-00002_759590.txt.lemmatized",18
"fin_0355-2047_1905-06-30_148-00003_759590.txt.lemmatized",5
"fin_0355-2047_1905-06-30_148-00004_759590.txt.lemmatized",14
"fin_0355-2047_1905-06-30_148-00005_759590.txt.lemmatized",8
"fin_0355-2047_1905-06-30_148-00006_759590.txt.lemmatized",15
"fin_0355-2047_1905-07-01_149-00001_759591.txt.lemmatized",12
"fin_0355-2047_1905-07-01_149-00002_759591.txt.lemmatized",18
"fin_0355-2047_1905-07-01_149-00003_759591.txt.lemmatized",11
"fin_0355-2047_1905-07-01_149-00004_759591.txt.lemmatized",11
"fin_0355-2047_1905-07-01_149-00005_759591.txt.lemmatized",11
"fin_0355-2047_1905-07-01_149-00006_759591.txt.lemmatized",9
"fin_0355-2047_1905-07-01_149-00007_759591.txt.lemmatized",8
"fin_0355-2047_1905-07-01_149-00008_759591.txt.lemmatized",15
"fin_0355-2047_1905-07-02_150-00001_759592.txt.lemmatized",12
"fin_0355-2047_1905-07-02_150-00002_759592.txt.lemmatized",18
"fin_0355-2047_1905-07-02_150-00003_759592.txt.lemmatized",5
"fin_0355-2047_1905-07-02_150-00004_759592.txt.lemmatized",7
"fin_0355-2047_1905-07-02_150-00005_759592.txt.lemmatized",19
"fin_0355-2047_1905-07-02_150-00006_759592.txt.lemmatized",6
"fin_0355-2047_1905-07-02_150-00007_759592.txt.lemmatized",3
"fin_0355-2047_1905-07-02_150-00008_759592.txt.lemmatized",15
"fin_0355-2047_1905-07-04_151-00001_759594.txt.lemmatized",12
"fin_0355-2047_1905-07-04_151-00002_759594.txt.lemmatized",18
"fin_0355-2047_1905-07-04_151-00003_759594.txt.lemmatized",13
"fin_0355-2047_1905-07-04_151-00004_759594.txt.lemmatized",7
"fin_0355-2047_1905-07-04_151-00005_759594.txt.lemmatized",19
"fin_0355-2047_1905-07-04_151-00006_759594.txt.lemmatized",4
"fin_0355-2047_1905-07-04_151-00007_759594.txt.lemmatized",16
"fin_0355-2047_1905-07-04_151-00008_759594.txt.lemmatized",15
"fin_0355-2047_1905-07-05_152-00001_759593.txt.lemmatized",12
"fin_0355-2047_1905-07-05_152-00002_759593.txt.lemmatized",18
"fin_0355-2047_1905-07-05_152-00003_759593.txt.lemmatized",7
"fin_0355-2047_1905-07-05_152-00004_759593.txt.lemmatized",4
"fin_0355-2047_1905-07-05_152-00005_759593.txt.lemmatized",16
"fin_0355-2047_1905-07-05_152-00006_759593.txt.lemmatized",15
"fin_0355-2047_1905-07-06_153-00001_759595.txt.lemmatized",12
"fin_0355-2047_1905-07-06_153-00002_759595.txt.lemmatized",11
"fin_0355-2047_1905-07-06_153-00003_759595.txt.lemmatized",7
"fin_0355-2047_1905-07-06_153-00004_759595.txt.lemmatized",11
"fin_0355-2047_1905-07-06_153-00005_759595.txt.lemmatized",19
"fin_0355-2047_1905-07-06_153-00006_759595.txt.lemmatized",4
"fin_0355-2047_1905-07-06_153-00007_759595.txt.lemmatized",16
"fin_0355-2047_1905-07-06_153-00008_759595.txt.lemmatized",16
"fin_0355-2047_1905-07-07_154-00001_759597.txt.lemmatized",12
"fin_0355-2047_1905-07-07_154-00002_759597.txt.lemmatized",18
"fin_0355-2047_1905-07-07_154-00003_759597.txt.lemmatized",20
"fin_0355-2047_1905-07-07_154-00004_759597.txt.lemmatized",11
"fin_0355-2047_1905-07-07_154-00005_759597.txt.lemmatized",11
"fin_0355-2047_1905-07-07_154-00006_759597.txt.lemmatized",4
"fin_0355-2047_1905-07-07_154-00007_759597.txt.lemmatized",13
"fin_0355-2047_1905-07-07_154-00008_759597.txt.lemmatized",15
"fin_0355-2047_1905-07-08_155-00001_759596.txt.lemmatized",12
"fin_0355-2047_1905-07-08_155-00002_759596.txt.lemmatized",18
"fin_0355-2047_1905-07-08_155-00003_759596.txt.lemmatized",5
"fin_0355-2047_1905-07-08_155-00004_759596.txt.lemmatized",19
"fin_0355-2047_1905-07-08_155-00005_759596.txt.lemmatized",9
"fin_0355-2047_1905-07-08_155-00006_759596.txt.lemmatized",15
"fin_0355-2047_1905-07-09_156-00001_759598.txt.lemmatized",12
"fin_0355-2047_1905-07-09_156-00002_759598.txt.lemmatized",18
"fin_0355-2047_1905-07-09_156-00003_759598.txt.lemmatized",5
"fin_0355-2047_1905-07-09_156-00004_759598.txt.lemmatized",1
"fin_0355-2047_1905-07-09_156-00005_759598.txt.lemmatized",19
"fin_0355-2047_1905-07-09_156-00006_759598.txt.lemmatized",8
"fin_0355-2047_1905-07-09_156-00007_759598.txt.lemmatized",3
"fin_0355-2047_1905-07-09_156-00008_759598.txt.lemmatized",15
"fin_0355-2047_1905-07-11_157-00001_759599.txt.lemmatized",12
"fin_0355-2047_1905-07-11_157-00002_759599.txt.lemmatized",18
"fin_0355-2047_1905-07-11_157-00003_759599.txt.lemmatized",5
"fin_0355-2047_1905-07-11_157-00004_759599.txt.lemmatized",1
"fin_0355-2047_1905-07-11_157-00005_759599.txt.lemmatized",14
"fin_0355-2047_1905-07-11_157-00006_759599.txt.lemmatized",1
"fin_0355-2047_1905-07-11_157-00007_759599.txt.lemmatized",8
"fin_0355-2047_1905-07-11_157-00008_759599.txt.lemmatized",15
"fin_0355-2047_1905-07-12_158-00001_759600.txt.lemmatized",12
"fin_0355-2047_1905-07-12_158-00002_759600.txt.lemmatized",18
"fin_0355-2047_1905-07-12_158-00003_759600.txt.lemmatized",19
"fin_0355-2047_1905-07-12_158-00004_759600.txt.lemmatized",14
"fin_0355-2047_1905-07-12_158-00005_759600.txt.lemmatized",8
"fin_0355-2047_1905-07-12_158-00006_759600.txt.lemmatized",15
"fin_0355-2047_1905-07-13_159-00001_759601.txt.lemmatized",12
"fin_0355-2047_1905-07-13_159-00002_759601.txt.lemmatized",18
"fin_0355-2047_1905-07-13_159-00003_759601.txt.lemmatized",1
"fin_0355-2047_1905-07-13_159-00004_759601.txt.lemmatized",1
"fin_0355-2047_1905-07-13_159-00006_759601.txt.lemmatized",15
"fin_0355-2047_1905-07-14_160-00001_759602.txt.lemmatized",12
"fin_0355-2047_1905-07-14_160-00002_759602.txt.lemmatized",18
"fin_0355-2047_1905-07-14_160-00003_759602.txt.lemmatized",5
"fin_0355-2047_1905-07-14_160-00004_759602.txt.lemmatized",1
"fin_0355-2047_1905-07-14_160-00005_759602.txt.lemmatized",1
"fin_0355-2047_1905-07-14_160-00006_759602.txt.lemmatized",14
"fin_0355-2047_1905-07-14_160-00007_759602.txt.lemmatized",16
"fin_0355-2047_1905-07-14_160-00008_759602.txt.lemmatized",15
"fin_0355-2047_1905-07-15_161-00001_759603.txt.lemmatized",12
"fin_0355-2047_1905-07-15_161-00002_759603.txt.lemmatized",18
"fin_0355-2047_1905-07-15_161-00003_759603.txt.lemmatized",1
"fin_0355-2047_1905-07-15_161-00004_759603.txt.lemmatized",14
"fin_0355-2047_1905-07-15_161-00005_759603.txt.lemmatized",8
"fin_0355-2047_1905-07-15_161-00006_759603.txt.lemmatized",3
"fin_0355-2047_1905-07-16_162-00001_759604.txt.lemmatized",12
"fin_0355-2047_1905-07-16_162-00002_759604.txt.lemmatized",18
"fin_0355-2047_1905-07-16_162-00003_759604.txt.lemmatized",1
"fin_0355-2047_1905-07-16_162-00004_759604.txt.lemmatized",1
"fin_0355-2047_1905-07-16_162-00005_759604.txt.lemmatized",14
"fin_0355-2047_1905-07-16_162-00006_759604.txt.lemmatized",16
"fin_0355-2047_1905-07-16_162-00007_759604.txt.lemmatized",3
"fin_0355-2047_1905-07-16_162-00008_759604.txt.lemmatized",3
"fin_0355-2047_1905-07-18_163-00002_759605.txt.lemmatized",18
"fin_0355-2047_1905-07-18_163-00003_759605.txt.lemmatized",5
"fin_0355-2047_1905-07-18_163-00004_759605.txt.lemmatized",7
"fin_0355-2047_1905-07-18_163-00005_759605.txt.lemmatized",19
"fin_0355-2047_1905-07-18_163-00006_759605.txt.lemmatized",6
"fin_0355-2047_1905-07-18_163-00007_759605.txt.lemmatized",8
"fin_0355-2047_1905-07-18_163-00008_759605.txt.lemmatized",15
"fin_0355-2047_1905-07-19_164-00001_759606.txt.lemmatized",12
"fin_0355-2047_1905-07-19_164-00002_759606.txt.lemmatized",18
"fin_0355-2047_1905-07-19_164-00003_759606.txt.lemmatized",5
"fin_0355-2047_1905-07-19_164-00005_759606.txt.lemmatized",16
"fin_0355-2047_1905-07-19_164-00006_759606.txt.lemmatized",15
"fin_0355-2047_1905-07-20_165-00001_759607.txt.lemmatized",12
"fin_0355-2047_1905-07-20_165-00002_759607.txt.lemmatized",18
"fin_0355-2047_1905-07-20_165-00003_759607.txt.lemmatized",7
"fin_0355-2047_1905-07-20_165-00004_759607.txt.lemmatized",4
"fin_0355-2047_1905-07-20_165-00005_759607.txt.lemmatized",16
"fin_0355-2047_1905-07-20_165-00006_759607.txt.lemmatized",15
"fin_0355-2047_1905-07-21_166-00001_759608.txt.lemmatized",12
"fin_0355-2047_1905-07-21_166-00002_759608.txt.lemmatized",18
"fin_0355-2047_1905-07-21_166-00003_759608.txt.lemmatized",5
"fin_0355-2047_1905-07-21_166-00004_759608.txt.lemmatized",13
"fin_0355-2047_1905-07-21_166-00005_759608.txt.lemmatized",19
"fin_0355-2047_1905-07-21_166-00006_759608.txt.lemmatized",9
"fin_0355-2047_1905-07-21_166-00007_759608.txt.lemmatized",11
"fin_0355-2047_1905-07-21_166-00008_759608.txt.lemmatized",15
"fin_0355-2047_1905-07-22_167-00001_759609.txt.lemmatized",12
"fin_0355-2047_1905-07-22_167-00002_759609.txt.lemmatized",5
"fin_0355-2047_1905-07-22_167-00003_759609.txt.lemmatized",5
"fin_0355-2047_1905-07-22_167-00004_759609.txt.lemmatized",4
"fin_0355-2047_1905-07-22_167-00005_759609.txt.lemmatized",8
"fin_0355-2047_1905-07-22_167-00006_759609.txt.lemmatized",3
"fin_0355-2047_1905-07-23_168-00001_759610.txt.lemmatized",12
"fin_0355-2047_1905-07-23_168-00002_759610.txt.lemmatized",18
"fin_0355-2047_1905-07-23_168-00003_759610.txt.lemmatized",5
"fin_0355-2047_1905-07-23_168-00004_759610.txt.lemmatized",13
"fin_0355-2047_1905-07-23_168-00005_759610.txt.lemmatized",5
"fin_0355-2047_1905-07-23_168-00006_759610.txt.lemmatized",9
"fin_0355-2047_1905-07-23_168-00007_759610.txt.lemmatized",8
"fin_0355-2047_1905-07-23_168-00008_759610.txt.lemmatized",3
"fin_0355-2047_1905-07-25_169-00001_759611.txt.lemmatized",12
"fin_0355-2047_1905-07-25_169-00002_759611.txt.lemmatized",18
"fin_0355-2047_1905-07-25_169-00003_759611.txt.lemmatized",20
"fin_0355-2047_1905-07-25_169-00004_759611.txt.lemmatized",5
"fin_0355-2047_1905-07-25_169-00005_759611.txt.lemmatized",7
"fin_0355-2047_1905-07-25_169-00006_759611.txt.lemmatized",9
"fin_0355-2047_1905-07-25_169-00007_759611.txt.lemmatized",8
"fin_0355-2047_1905-07-25_169-00008_759611.txt.lemmatized",15
"fin_0355-2047_1905-07-26_170-00001_759612.txt.lemmatized",12
"fin_0355-2047_1905-07-26_170-00002_759612.txt.lemmatized",18
"fin_0355-2047_1905-07-26_170-00003_759612.txt.lemmatized",13
"fin_0355-2047_1905-07-26_170-00004_759612.txt.lemmatized",19
"fin_0355-2047_1905-07-26_170-00005_759612.txt.lemmatized",16
"fin_0355-2047_1905-07-26_170-00006_759612.txt.lemmatized",15
"fin_0355-2047_1905-07-27_171-00001_759613.txt.lemmatized",12
"fin_0355-2047_1905-07-27_171-00002_759613.txt.lemmatized",20
"fin_0355-2047_1905-07-27_171-00003_759613.txt.lemmatized",5
"fin_0355-2047_1905-07-27_171-00004_759613.txt.lemmatized",7
"fin_0355-2047_1905-07-27_171-00005_759613.txt.lemmatized",19
"fin_0355-2047_1905-07-27_171-00006_759613.txt.lemmatized",9
"fin_0355-2047_1905-07-27_171-00007_759613.txt.lemmatized",11
"fin_0355-2047_1905-07-27_171-00008_759613.txt.lemmatized",15
"fin_0355-2047_1905-07-28_172-00001_759615.txt.lemmatized",12
"fin_0355-2047_1905-07-28_172-00002_759615.txt.lemmatized",18
"fin_0355-2047_1905-07-28_172-00003_759615.txt.lemmatized",5
"fin_0355-2047_1905-07-28_172-00004_759615.txt.lemmatized",19
"fin_0355-2047_1905-07-28_172-00005_759615.txt.lemmatized",4
"fin_0355-2047_1905-07-28_172-00006_759615.txt.lemmatized",15
"fin_0355-2047_1905-07-29_173-00001_759614.txt.lemmatized",12
"fin_0355-2047_1905-07-29_173-00002_759614.txt.lemmatized",18
"fin_0355-2047_1905-07-29_173-00003_759614.txt.lemmatized",5
"fin_0355-2047_1905-07-29_173-00004_759614.txt.lemmatized",19
"fin_0355-2047_1905-07-29_173-00005_759614.txt.lemmatized",4
"fin_0355-2047_1905-07-29_173-00006_759614.txt.lemmatized",3
"fin_0355-2047_1905-07-30_174-00001_759616.txt.lemmatized",12
"fin_0355-2047_1905-07-30_174-00002_759616.txt.lemmatized",18
"fin_0355-2047_1905-07-30_174-00003_759616.txt.lemmatized",13
"fin_0355-2047_1905-07-30_174-00004_759616.txt.lemmatized",13
"fin_0355-2047_1905-07-30_174-00005_759616.txt.lemmatized",19
"fin_0355-2047_1905-07-30_174-00006_759616.txt.lemmatized",8
"fin_0355-2047_1905-07-30_174-00007_759616.txt.lemmatized",3
"fin_0355-2047_1905-07-30_174-00008_759616.txt.lemmatized",3
"fin_0355-2047_1905-08-01_175-00001_759617.txt.lemmatized",12
"fin_0355-2047_1905-08-01_175-00003_759617.txt.lemmatized",10
"fin_0355-2047_1905-08-01_175-00004_759617.txt.lemmatized",5
"fin_0355-2047_1905-08-01_175-00005_759617.txt.lemmatized",7
"fin_0355-2047_1905-08-01_175-00006_759617.txt.lemmatized",4
"fin_0355-2047_1905-08-01_175-00007_759617.txt.lemmatized",16
"fin_0355-2047_1905-08-01_175-00008_759617.txt.lemmatized",15
"fin_0355-2047_1905-08-02_176-00001_759618.txt.lemmatized",12
"fin_0355-2047_1905-08-02_176-00002_759618.txt.lemmatized",18
"fin_0355-2047_1905-08-02_176-00003_759618.txt.lemmatized",5
"fin_0355-2047_1905-08-02_176-00004_759618.txt.lemmatized",4
"fin_0355-2047_1905-08-02_176-00005_759618.txt.lemmatized",16
"fin_0355-2047_1905-08-02_176-00006_759618.txt.lemmatized",15
"fin_0355-2047_1905-08-03_177-00001_759619.txt.lemmatized",18
"fin_0355-2047_1905-08-03_177-00002_759619.txt.lemmatized",20
"fin_0355-2047_1905-08-03_177-00003_759619.txt.lemmatized",11
"fin_0355-2047_1905-08-03_177-00004_759619.txt.lemmatized",11
"fin_0355-2047_1905-08-03_177-00005_759619.txt.lemmatized",19
"fin_0355-2047_1905-08-03_177-00006_759619.txt.lemmatized",11
"fin_0355-2047_1905-08-03_177-00007_759619.txt.lemmatized",8
"fin_0355-2047_1905-08-03_177-00008_759619.txt.lemmatized",15
"fin_0355-2047_1905-08-04_178-00001_759620.txt.lemmatized",12
"fin_0355-2047_1905-08-04_178-00002_759620.txt.lemmatized",18
"fin_0355-2047_1905-08-04_178-00003_759620.txt.lemmatized",11
"fin_0355-2047_1905-08-04_178-00004_759620.txt.lemmatized",13
"fin_0355-2047_1905-08-04_178-00005_759620.txt.lemmatized",9
"fin_0355-2047_1905-08-04_178-00006_759620.txt.lemmatized",15
"fin_0355-2047_1905-08-05_179-00001_759621.txt.lemmatized",12
"fin_0355-2047_1905-08-05_179-00002_759621.txt.lemmatized",18
"fin_0355-2047_1905-08-05_179-00003_759621.txt.lemmatized",11
"fin_0355-2047_1905-08-05_179-00004_759621.txt.lemmatized",19
"fin_0355-2047_1905-08-05_179-00005_759621.txt.lemmatized",8
"fin_0355-2047_1905-08-05_179-00006_759621.txt.lemmatized",3
"fin_0355-2047_1905-08-06_180-00001_759622.txt.lemmatized",12
"fin_0355-2047_1905-08-06_180-00002_759622.txt.lemmatized",12
"fin_0355-2047_1905-08-06_180-00003_759622.txt.lemmatized",18
"fin_0355-2047_1905-08-06_180-00004_759622.txt.lemmatized",5
"fin_0355-2047_1905-08-06_180-00005_759622.txt.lemmatized",19
"fin_0355-2047_1905-08-06_180-00006_759622.txt.lemmatized",8
"fin_0355-2047_1905-08-06_180-00007_759622.txt.lemmatized",3
"fin_0355-2047_1905-08-06_180-00008_759622.txt.lemmatized",3
"fin_0355-2047_1905-08-08_181-00001_759624.txt.lemmatized",12
"fin_0355-2047_1905-08-08_181-00002_759624.txt.lemmatized",18
"fin_0355-2047_1905-08-08_181-00003_759624.txt.lemmatized",5
"fin_0355-2047_1905-08-08_181-00004_759624.txt.lemmatized",5
"fin_0355-2047_1905-08-08_181-00005_759624.txt.lemmatized",9
"fin_0355-2047_1905-08-08_181-00006_759624.txt.lemmatized",16
"fin_0355-2047_1905-08-08_181-00007_759624.txt.lemmatized",8
"fin_0355-2047_1905-08-08_181-00008_759624.txt.lemmatized",15
"fin_0355-2047_1905-08-09_182-00001_759623.txt.lemmatized",12
"fin_0355-2047_1905-08-09_182-00002_759623.txt.lemmatized",18
"fin_0355-2047_1905-08-09_182-00003_759623.txt.lemmatized",5
"fin_0355-2047_1905-08-09_182-00004_759623.txt.lemmatized",19
"fin_0355-2047_1905-08-09_182-00005_759623.txt.lemmatized",8
"fin_0355-2047_1905-08-09_182-00006_759623.txt.lemmatized",15
"fin_0355-2047_1905-08-10_183-00001_759625.txt.lemmatized",12
"fin_0355-2047_1905-08-10_183-00002_759625.txt.lemmatized",18
"fin_0355-2047_1905-08-10_183-00003_759625.txt.lemmatized",5
"fin_0355-2047_1905-08-10_183-00004_759625.txt.lemmatized",13
"fin_0355-2047_1905-08-10_183-00005_759625.txt.lemmatized",19
"fin_0355-2047_1905-08-10_183-00006_759625.txt.lemmatized",9
"fin_0355-2047_1905-08-10_183-00007_759625.txt.lemmatized",8
"fin_0355-2047_1905-08-10_183-00008_759625.txt.lemmatized",15
"fin_0355-2047_1905-08-11_184-00001_759626.txt.lemmatized",12
"fin_0355-2047_1905-08-11_184-00002_759626.txt.lemmatized",18
"fin_0355-2047_1905-08-11_184-00003_759626.txt.lemmatized",5
"fin_0355-2047_1905-08-11_184-00004_759626.txt.lemmatized",9
"fin_0355-2047_1905-08-11_184-00005_759626.txt.lemmatized",8
"fin_0355-2047_1905-08-11_184-00006_759626.txt.lemmatized",15
"fin_0355-2047_1905-08-12_185-00001_759627.txt.lemmatized",12
"fin_0355-2047_1905-08-12_185-00002_759627.txt.lemmatized",18
"fin_0355-2047_1905-08-12_185-00003_759627.txt.lemmatized",20
"fin_0355-2047_1905-08-12_185-00004_759627.txt.lemmatized",5
"fin_0355-2047_1905-08-12_185-00005_759627.txt.lemmatized",13
"fin_0355-2047_1905-08-12_185-00006_759627.txt.lemmatized",9
"fin_0355-2047_1905-08-12_185-00007_759627.txt.lemmatized",8
"fin_0355-2047_1905-08-12_185-00008_759627.txt.lemmatized",15
"fin_0355-2047_1905-08-13_186-00001_759628.txt.lemmatized",12
"fin_0355-2047_1905-08-13_186-00002_759628.txt.lemmatized",12
"fin_0355-2047_1905-08-13_186-00003_759628.txt.lemmatized",20
"fin_0355-2047_1905-08-13_186-00004_759628.txt.lemmatized",11
"fin_0355-2047_1905-08-13_186-00005_759628.txt.lemmatized",9
"fin_0355-2047_1905-08-13_186-00006_759628.txt.lemmatized",8
"fin_0355-2047_1905-08-13_186-00007_759628.txt.lemmatized",3
"fin_0355-2047_1905-08-13_186-00008_759628.txt.lemmatized",3
"fin_0355-2047_1905-08-15_187-00001_759630.txt.lemmatized",12
"fin_0355-2047_1905-08-15_187-00002_759630.txt.lemmatized",18
"fin_0355-2047_1905-08-15_187-00003_759630.txt.lemmatized",20
"fin_0355-2047_1905-08-15_187-00004_759630.txt.lemmatized",11
"fin_0355-2047_1905-08-15_187-00005_759630.txt.lemmatized",9
"fin_0355-2047_1905-08-15_187-00006_759630.txt.lemmatized",9
"fin_0355-2047_1905-08-15_187-00007_759630.txt.lemmatized",8
"fin_0355-2047_1905-08-15_187-00008_759630.txt.lemmatized",15
"fin_0355-2047_1905-08-16_188-00001_759629.txt.lemmatized",12
"fin_0355-2047_1905-08-16_188-00002_759629.txt.lemmatized",18
"fin_0355-2047_1905-08-16_188-00003_759629.txt.lemmatized",11
"fin_0355-2047_1905-08-16_188-00004_759629.txt.lemmatized",19
"fin_0355-2047_1905-08-16_188-00005_759629.txt.lemmatized",5
"fin_0355-2047_1905-08-16_188-00006_759629.txt.lemmatized",3
"fin_0355-2047_1905-08-17_189-00001_759631.txt.lemmatized",12
"fin_0355-2047_1905-08-17_189-00002_759631.txt.lemmatized",18
"fin_0355-2047_1905-08-17_189-00003_759631.txt.lemmatized",11
"fin_0355-2047_1905-08-17_189-00004_759631.txt.lemmatized",13
"fin_0355-2047_1905-08-17_189-00005_759631.txt.lemmatized",11
"fin_0355-2047_1905-08-17_189-00006_759631.txt.lemmatized",9
"fin_0355-2047_1905-08-17_189-00007_759631.txt.lemmatized",5
"fin_0355-2047_1905-08-17_189-00008_759631.txt.lemmatized",15
"fin_0355-2047_1905-08-18_190-00001_759632.txt.lemmatized",12
"fin_0355-2047_1905-08-18_190-00002_759632.txt.lemmatized",18
"fin_0355-2047_1905-08-18_190-00003_759632.txt.lemmatized",11
"fin_0355-2047_1905-08-18_190-00004_759632.txt.lemmatized",9
"fin_0355-2047_1905-08-18_190-00005_759632.txt.lemmatized",5
"fin_0355-2047_1905-08-18_190-00006_759632.txt.lemmatized",15
"fin_0355-2047_1905-08-19_191-00002_759633.txt.lemmatized",18
"fin_0355-2047_1905-08-19_191-00003_759633.txt.lemmatized",20
"fin_0355-2047_1905-08-19_191-00004_759633.txt.lemmatized",13
"fin_0355-2047_1905-08-19_191-00005_759633.txt.lemmatized",19
"fin_0355-2047_1905-08-19_191-00006_759633.txt.lemmatized",13
"fin_0355-2047_1905-08-19_191-00007_759633.txt.lemmatized",8
