"","x"
"fin_0355-2047_1905-02-26_48-00005_751724.txt.lemmatized",13
"fin_0355-2047_1905-02-26_48-00006_751724.txt.lemmatized",4
"fin_0355-2047_1905-02-26_48-00007_751724.txt.lemmatized",8
"fin_0355-2047_1905-02-26_48-00008_751724.txt.lemmatized",3
"fin_0355-2047_1905-02-28_49-00001_751725.txt.lemmatized",12
"fin_0355-2047_1905-02-28_49-00002_751725.txt.lemmatized",18
"fin_0355-2047_1905-02-28_49-00003_751725.txt.lemmatized",20
"fin_0355-2047_1905-02-28_49-00004_751725.txt.lemmatized",13
"fin_0355-2047_1905-02-28_49-00005_751725.txt.lemmatized",19
"fin_0355-2047_1905-02-28_49-00006_751725.txt.lemmatized",4
"fin_0355-2047_1905-02-28_49-00008_751725.txt.lemmatized",3
"fin_0355-2047_1905-03-01_50-00001_751726.txt.lemmatized",12
"fin_0355-2047_1905-03-01_50-00002_751726.txt.lemmatized",18
"fin_0355-2047_1905-03-01_50-00003_751726.txt.lemmatized",20
"fin_0355-2047_1905-03-01_50-00004_751726.txt.lemmatized",10
"fin_0355-2047_1905-03-01_50-00005_751726.txt.lemmatized",7
"fin_0355-2047_1905-03-01_50-00006_751726.txt.lemmatized",4
"fin_0355-2047_1905-03-01_50-00007_751726.txt.lemmatized",13
"fin_0355-2047_1905-03-01_50-00008_751726.txt.lemmatized",3
"fin_0355-2047_1905-03-02_51-00001_751727.txt.lemmatized",12
"fin_0355-2047_1905-03-02_51-00002_751727.txt.lemmatized",18
"fin_0355-2047_1905-03-02_51-00003_751727.txt.lemmatized",20
"fin_0355-2047_1905-03-02_51-00004_751727.txt.lemmatized",13
"fin_0355-2047_1905-03-02_51-00005_751727.txt.lemmatized",13
"fin_0355-2047_1905-03-02_51-00007_751727.txt.lemmatized",13
"fin_0355-2047_1905-03-02_51-00008_751727.txt.lemmatized",15
"fin_0355-2047_1905-03-03_52-00001_751728.txt.lemmatized",12
"fin_0355-2047_1905-03-03_52-00002_751728.txt.lemmatized",18
"fin_0355-2047_1905-03-03_52-00003_751728.txt.lemmatized",5
"fin_0355-2047_1905-03-03_52-00005_751728.txt.lemmatized",19
"fin_0355-2047_1905-03-03_52-00006_751728.txt.lemmatized",4
"fin_0355-2047_1905-03-03_52-00007_751728.txt.lemmatized",8
"fin_0355-2047_1905-03-03_52-00008_751728.txt.lemmatized",15
"fin_0355-2047_1905-03-04_53-00001_751729.txt.lemmatized",12
"fin_0355-2047_1905-03-04_53-00002_751729.txt.lemmatized",18
"fin_0355-2047_1905-03-04_53-00003_751729.txt.lemmatized",20
"fin_0355-2047_1905-03-04_53-00004_751729.txt.lemmatized",20
"fin_0355-2047_1905-03-04_53-00005_751729.txt.lemmatized",13
"fin_0355-2047_1905-03-04_53-00006_751729.txt.lemmatized",4
"fin_0355-2047_1905-03-04_53-00007_751729.txt.lemmatized",13
"fin_0355-2047_1905-03-04_53-00008_751729.txt.lemmatized",15
"fin_0355-2047_1905-03-05_54-00001_751730.txt.lemmatized",12
"fin_0355-2047_1905-03-05_54-00002_751730.txt.lemmatized",2
"fin_0355-2047_1905-03-05_54-00003_751730.txt.lemmatized",18
"fin_0355-2047_1905-03-05_54-00004_751730.txt.lemmatized",1
"fin_0355-2047_1905-03-05_54-00005_751730.txt.lemmatized",1
"fin_0355-2047_1905-03-05_54-00006_751730.txt.lemmatized",14
"fin_0355-2047_1905-03-05_54-00007_751730.txt.lemmatized",8
"fin_0355-2047_1905-03-05_54-00008_751730.txt.lemmatized",3
"fin_0355-2047_1905-03-07_55-00001_751731.txt.lemmatized",12
"fin_0355-2047_1905-03-07_55-00002_751731.txt.lemmatized",2
"fin_0355-2047_1905-03-07_55-00003_751731.txt.lemmatized",20
"fin_0355-2047_1905-03-07_55-00004_751731.txt.lemmatized",1
"fin_0355-2047_1905-03-07_55-00005_751731.txt.lemmatized",1
"fin_0355-2047_1905-03-07_55-00006_751731.txt.lemmatized",14
"fin_0355-2047_1905-03-07_55-00007_751731.txt.lemmatized",1
"fin_0355-2047_1905-03-07_55-00008_751731.txt.lemmatized",3
"fin_0355-2047_1905-03-08_56-00001_751732.txt.lemmatized",12
"fin_0355-2047_1905-03-08_56-00002_751732.txt.lemmatized",18
"fin_0355-2047_1905-03-08_56-00003_751732.txt.lemmatized",1
"fin_0355-2047_1905-03-08_56-00004_751732.txt.lemmatized",10
"fin_0355-2047_1905-03-08_56-00005_751732.txt.lemmatized",1
"fin_0355-2047_1905-03-08_56-00006_751732.txt.lemmatized",14
"fin_0355-2047_1905-03-08_56-00007_751732.txt.lemmatized",1
"fin_0355-2047_1905-03-08_56-00008_751732.txt.lemmatized",15
"fin_0355-2047_1905-03-09_57-00001_751733.txt.lemmatized",12
"fin_0355-2047_1905-03-09_57-00002_751733.txt.lemmatized",18
"fin_0355-2047_1905-03-09_57-00003_751733.txt.lemmatized",20
"fin_0355-2047_1905-03-09_57-00004_751733.txt.lemmatized",1
"fin_0355-2047_1905-03-09_57-00005_751733.txt.lemmatized",1
"fin_0355-2047_1905-03-09_57-00006_751733.txt.lemmatized",14
"fin_0355-2047_1905-03-09_57-00007_751733.txt.lemmatized",1
"fin_0355-2047_1905-03-09_57-00008_751733.txt.lemmatized",15
"fin_0355-2047_1905-03-10_58-00001_751734.txt.lemmatized",12
"fin_0355-2047_1905-03-10_58-00002_751734.txt.lemmatized",18
"fin_0355-2047_1905-03-10_58-00003_751734.txt.lemmatized",1
"fin_0355-2047_1905-03-10_58-00004_751734.txt.lemmatized",1
"fin_0355-2047_1905-03-10_58-00005_751734.txt.lemmatized",1
"fin_0355-2047_1905-03-10_58-00006_751734.txt.lemmatized",14
"fin_0355-2047_1905-03-10_58-00007_751734.txt.lemmatized",16
"fin_0355-2047_1905-03-10_58-00008_751734.txt.lemmatized",15
"fin_0355-2047_1905-03-11_59-00001_751735.txt.lemmatized",12
"fin_0355-2047_1905-03-11_59-00002_751735.txt.lemmatized",18
"fin_0355-2047_1905-03-11_59-00003_751735.txt.lemmatized",1
"fin_0355-2047_1905-03-11_59-00004_751735.txt.lemmatized",10
"fin_0355-2047_1905-03-11_59-00005_751735.txt.lemmatized",1
"fin_0355-2047_1905-03-11_59-00006_751735.txt.lemmatized",14
"fin_0355-2047_1905-03-11_59-00007_751735.txt.lemmatized",8
"fin_0355-2047_1905-03-11_59-00008_751735.txt.lemmatized",15
"fin_0355-2047_1905-03-12_60A-00001_751736.txt.lemmatized",12
"fin_0355-2047_1905-03-12_60A-00002_751736.txt.lemmatized",2
"fin_0355-2047_1905-03-12_60A-00003_751736.txt.lemmatized",1
"fin_0355-2047_1905-03-12_60A-00004_751736.txt.lemmatized",10
"fin_0355-2047_1905-03-12_60A-00005_751736.txt.lemmatized",10
"fin_0355-2047_1905-03-12_60A-00006_751736.txt.lemmatized",14
"fin_0355-2047_1905-03-12_60A-00007_751736.txt.lemmatized",4
"fin_0355-2047_1905-03-12_60A-00008_751736.txt.lemmatized",15
"fin_0355-2047_1905-03-12_60B-00001_751737.txt.lemmatized",12
"fin_0355-2047_1905-03-12_60B-00002_751737.txt.lemmatized",1
"fin_0355-2047_1905-03-12_60B-00003_751737.txt.lemmatized",1
"fin_0355-2047_1905-03-12_60B-00004_751737.txt.lemmatized",1
"fin_0355-2047_1905-03-12_60B-00005_751737.txt.lemmatized",11
"fin_0355-2047_1905-03-12_60B-00006_751737.txt.lemmatized",3
"fin_0355-2047_1905-03-14_61-00001_751738.txt.lemmatized",12
"fin_0355-2047_1905-03-14_61-00002_751738.txt.lemmatized",18
"fin_0355-2047_1905-03-14_61-00003_751738.txt.lemmatized",1
"fin_0355-2047_1905-03-14_61-00004_751738.txt.lemmatized",1
"fin_0355-2047_1905-03-14_61-00005_751738.txt.lemmatized",14
"fin_0355-2047_1905-03-14_61-00006_751738.txt.lemmatized",14
"fin_0355-2047_1905-03-14_61-00007_751738.txt.lemmatized",16
"fin_0355-2047_1905-03-14_61-00008_751738.txt.lemmatized",8
"fin_0355-2047_1905-03-15_62-00001_751739.txt.lemmatized",12
"fin_0355-2047_1905-03-15_62-00002_751739.txt.lemmatized",18
"fin_0355-2047_1905-03-15_62-00003_751739.txt.lemmatized",20
"fin_0355-2047_1905-03-15_62-00004_751739.txt.lemmatized",1
"fin_0355-2047_1905-03-15_62-00005_751739.txt.lemmatized",1
"fin_0355-2047_1905-03-15_62-00006_751739.txt.lemmatized",1
"fin_0355-2047_1905-03-15_62-00007_751739.txt.lemmatized",15
"fin_0355-2047_1905-03-15_62-00008_751739.txt.lemmatized",16
"fin_0355-2047_1905-03-16_63-00001_751740.txt.lemmatized",12
"fin_0355-2047_1905-03-16_63-00002_751740.txt.lemmatized",18
"fin_0355-2047_1905-03-16_63-00003_751740.txt.lemmatized",20
"fin_0355-2047_1905-03-16_63-00004_751740.txt.lemmatized",10
"fin_0355-2047_1905-03-16_63-00005_751740.txt.lemmatized",13
"fin_0355-2047_1905-03-16_63-00006_751740.txt.lemmatized",4
"fin_0355-2047_1905-03-16_63-00007_751740.txt.lemmatized",8
"fin_0355-2047_1905-03-16_63-00008_751740.txt.lemmatized",15
"fin_0355-2047_1905-03-17_64-00001_751741.txt.lemmatized",12
"fin_0355-2047_1905-03-17_64-00002_751741.txt.lemmatized",18
"fin_0355-2047_1905-03-17_64-00003_751741.txt.lemmatized",1
"fin_0355-2047_1905-03-17_64-00004_751741.txt.lemmatized",1
"fin_0355-2047_1905-03-17_64-00005_751741.txt.lemmatized",1
"fin_0355-2047_1905-03-17_64-00006_751741.txt.lemmatized",14
"fin_0355-2047_1905-03-17_64-00007_751741.txt.lemmatized",8
"fin_0355-2047_1905-03-17_64-00008_751741.txt.lemmatized",15
"fin_0355-2047_1905-03-18_65-00001_751742.txt.lemmatized",12
"fin_0355-2047_1905-03-18_65-00002_751742.txt.lemmatized",18
"fin_0355-2047_1905-03-18_65-00003_751742.txt.lemmatized",10
"fin_0355-2047_1905-03-18_65-00004_751742.txt.lemmatized",1
"fin_0355-2047_1905-03-18_65-00005_751742.txt.lemmatized",1
"fin_0355-2047_1905-03-18_65-00006_751742.txt.lemmatized",14
"fin_0355-2047_1905-03-18_65-00007_751742.txt.lemmatized",8
"fin_0355-2047_1905-03-18_65-00008_751742.txt.lemmatized",15
"fin_0355-2047_1905-03-19_66-00001_751743.txt.lemmatized",12
"fin_0355-2047_1905-03-19_66-00002_751743.txt.lemmatized",12
"fin_0355-2047_1905-03-19_66-00003_751743.txt.lemmatized",2
"fin_0355-2047_1905-03-19_66-00004_751743.txt.lemmatized",20
"fin_0355-2047_1905-03-19_66-00005_751743.txt.lemmatized",13
"fin_0355-2047_1905-03-19_66-00006_751743.txt.lemmatized",4
"fin_0355-2047_1905-03-19_66-00007_751743.txt.lemmatized",8
"fin_0355-2047_1905-03-19_66-00008_751743.txt.lemmatized",3
"fin_0355-2047_1905-03-21_67-00001_751744.txt.lemmatized",12
"fin_0355-2047_1905-03-21_67-00002_751744.txt.lemmatized",18
"fin_0355-2047_1905-03-21_67-00003_751744.txt.lemmatized",20
"fin_0355-2047_1905-03-21_67-00004_751744.txt.lemmatized",13
"fin_0355-2047_1905-03-21_67-00005_751744.txt.lemmatized",4
"fin_0355-2047_1905-03-21_67-00006_751744.txt.lemmatized",13
"fin_0355-2047_1905-03-21_67-00007_751744.txt.lemmatized",16
"fin_0355-2047_1905-03-21_67-00008_751744.txt.lemmatized",3
"fin_0355-2047_1905-03-22_68-00001_751745.txt.lemmatized",12
"fin_0355-2047_1905-03-22_68-00002_751745.txt.lemmatized",18
"fin_0355-2047_1905-03-22_68-00003_751745.txt.lemmatized",10
"fin_0355-2047_1905-03-22_68-00004_751745.txt.lemmatized",5
"fin_0355-2047_1905-03-22_68-00005_751745.txt.lemmatized",10
"fin_0355-2047_1905-03-22_68-00006_751745.txt.lemmatized",4
"fin_0355-2047_1905-03-22_68-00007_751745.txt.lemmatized",13
"fin_0355-2047_1905-03-22_68-00008_751745.txt.lemmatized",3
"fin_0355-2047_1905-03-23_69-00001_751746.txt.lemmatized",12
"fin_0355-2047_1905-03-23_69-00002_751746.txt.lemmatized",18
"fin_0355-2047_1905-03-23_69-00003_751746.txt.lemmatized",20
"fin_0355-2047_1905-03-23_69-00004_751746.txt.lemmatized",13
"fin_0355-2047_1905-03-23_69-00005_751746.txt.lemmatized",4
"fin_0355-2047_1905-03-23_69-00006_751746.txt.lemmatized",9
"fin_0355-2047_1905-03-23_69-00007_751746.txt.lemmatized",13
"fin_0355-2047_1905-03-23_69-00008_751746.txt.lemmatized",15
"fin_0355-2047_1905-03-24_70-00001_751747.txt.lemmatized",12
"fin_0355-2047_1905-03-24_70-00002_751747.txt.lemmatized",18
"fin_0355-2047_1905-03-24_70-00003_751747.txt.lemmatized",17
"fin_0355-2047_1905-03-24_70-00004_751747.txt.lemmatized",13
"fin_0355-2047_1905-03-24_70-00005_751747.txt.lemmatized",13
"fin_0355-2047_1905-03-24_70-00006_751747.txt.lemmatized",4
"fin_0355-2047_1905-03-24_70-00007_751747.txt.lemmatized",16
"fin_0355-2047_1905-03-24_70-00008_751747.txt.lemmatized",3
"fin_0355-2047_1905-03-25_71A-00001_751749.txt.lemmatized",12
"fin_0355-2047_1905-03-25_71A-00002_751749.txt.lemmatized",2
"fin_0355-2047_1905-03-25_71A-00003_751749.txt.lemmatized",13
"fin_0355-2047_1905-03-25_71A-00004_751749.txt.lemmatized",13
"fin_0355-2047_1905-03-25_71A-00005_751749.txt.lemmatized",10
"fin_0355-2047_1905-03-25_71A-00006_751749.txt.lemmatized",4
"fin_0355-2047_1905-03-25_71A-00007_751749.txt.lemmatized",8
"fin_0355-2047_1905-03-25_71A-00008_751749.txt.lemmatized",3
"fin_0355-2047_1905-03-25_71B-00001_751748.txt.lemmatized",12
"fin_0355-2047_1905-03-25_71B-00002_751748.txt.lemmatized",19
"fin_0355-2047_1905-03-25_71B-00003_751748.txt.lemmatized",11
"fin_0355-2047_1905-03-25_71B-00004_751748.txt.lemmatized",11
"fin_0355-2047_1905-03-25_71B-00005_751748.txt.lemmatized",9
"fin_0355-2047_1905-03-25_71B-00006_751748.txt.lemmatized",3
"fin_0355-2047_1905-03-28_72-00001_751750.txt.lemmatized",12
"fin_0355-2047_1905-03-28_72-00002_751750.txt.lemmatized",18
"fin_0355-2047_1905-03-28_72-00003_751750.txt.lemmatized",5
"fin_0355-2047_1905-03-28_72-00004_751750.txt.lemmatized",13
"fin_0355-2047_1905-03-28_72-00005_751750.txt.lemmatized",13
"fin_0355-2047_1905-03-28_72-00006_751750.txt.lemmatized",4
"fin_0355-2047_1905-03-28_72-00007_751750.txt.lemmatized",16
"fin_0355-2047_1905-03-28_72-00008_751750.txt.lemmatized",3
"fin_0355-2047_1905-03-29_73-00001_751751.txt.lemmatized",12
"fin_0355-2047_1905-03-29_73-00002_751751.txt.lemmatized",18
"fin_0355-2047_1905-03-29_73-00003_751751.txt.lemmatized",20
"fin_0355-2047_1905-03-29_73-00004_751751.txt.lemmatized",13
"fin_0355-2047_1905-03-29_73-00005_751751.txt.lemmatized",13
"fin_0355-2047_1905-03-29_73-00006_751751.txt.lemmatized",9
"fin_0355-2047_1905-03-29_73-00007_751751.txt.lemmatized",8
"fin_0355-2047_1905-03-29_73-00008_751751.txt.lemmatized",15
"fin_0355-2047_1905-03-30_74-00001_751752.txt.lemmatized",12
"fin_0355-2047_1905-03-30_74-00002_751752.txt.lemmatized",18
"fin_0355-2047_1905-03-30_74-00003_751752.txt.lemmatized",20
"fin_0355-2047_1905-03-30_74-00004_751752.txt.lemmatized",5
"fin_0355-2047_1905-03-30_74-00005_751752.txt.lemmatized",10
"fin_0355-2047_1905-03-30_74-00006_751752.txt.lemmatized",4
"fin_0355-2047_1905-03-30_74-00007_751752.txt.lemmatized",13
"fin_0355-2047_1905-03-30_74-00008_751752.txt.lemmatized",15
"fin_0355-2047_1905-03-31_75-00001_751753.txt.lemmatized",12
"fin_0355-2047_1905-03-31_75-00002_751753.txt.lemmatized",18
"fin_0355-2047_1905-03-31_75-00003_751753.txt.lemmatized",5
"fin_0355-2047_1905-03-31_75-00004_751753.txt.lemmatized",13
"fin_0355-2047_1905-03-31_75-00005_751753.txt.lemmatized",19
"fin_0355-2047_1905-03-31_75-00006_751753.txt.lemmatized",4
"fin_0355-2047_1905-03-31_75-00007_751753.txt.lemmatized",16
"fin_0355-2047_1905-03-31_75-00008_751753.txt.lemmatized",15
"fin_0355-2047_1905-04-01_76-00001_751754.txt.lemmatized",12
"fin_0355-2047_1905-04-01_76-00002_751754.txt.lemmatized",2
"fin_0355-2047_1905-04-01_76-00003_751754.txt.lemmatized",13
"fin_0355-2047_1905-04-01_76-00004_751754.txt.lemmatized",13
"fin_0355-2047_1905-04-01_76-00005_751754.txt.lemmatized",13
"fin_0355-2047_1905-04-01_76-00006_751754.txt.lemmatized",19
"fin_0355-2047_1905-04-01_76-00007_751754.txt.lemmatized",13
"fin_0355-2047_1905-04-01_76-00008_751754.txt.lemmatized",3
"fin_0355-2047_1905-04-02_77A-00001_759508.txt.lemmatized",12
"fin_0355-2047_1905-04-02_77A-00002_759508.txt.lemmatized",2
"fin_0355-2047_1905-04-02_77A-00003_759508.txt.lemmatized",11
"fin_0355-2047_1905-04-02_77A-00004_759508.txt.lemmatized",20
"fin_0355-2047_1905-04-02_77A-00005_759508.txt.lemmatized",13
"fin_0355-2047_1905-04-02_77A-00006_759508.txt.lemmatized",4
"fin_0355-2047_1905-04-02_77A-00007_759508.txt.lemmatized",16
"fin_0355-2047_1905-04-02_77A-00008_759508.txt.lemmatized",3
"fin_0355-2047_1905-04-02_77B-00001_759507.txt.lemmatized",18
"fin_0355-2047_1905-04-02_77B-00002_759507.txt.lemmatized",9
"fin_0355-2047_1905-04-02_77B-00003_759507.txt.lemmatized",11
"fin_0355-2047_1905-04-02_77B-00004_759507.txt.lemmatized",3
"fin_0355-2047_1905-04-04_78-00001_759510.txt.lemmatized",12
"fin_0355-2047_1905-04-04_78-00002_759510.txt.lemmatized",18
"fin_0355-2047_1905-04-04_78-00003_759510.txt.lemmatized",11
"fin_0355-2047_1905-04-04_78-00004_759510.txt.lemmatized",10
"fin_0355-2047_1905-04-04_78-00006_759510.txt.lemmatized",9
"fin_0355-2047_1905-04-04_78-00007_759510.txt.lemmatized",8
"fin_0355-2047_1905-04-04_78-00008_759510.txt.lemmatized",15
"fin_0355-2047_1905-04-04_78-00009_759510.txt.lemmatized",11
"fin_0355-2047_1905-04-04_78-00010_759510.txt.lemmatized",19
"fin_0355-2047_1905-04-04_78-00011_759510.txt.lemmatized",13
"fin_0355-2047_1905-04-04_78-00012_759510.txt.lemmatized",19
"fin_0355-2047_1905-04-05_79-00001_759509.txt.lemmatized",12
"fin_0355-2047_1905-04-05_79-00002_759509.txt.lemmatized",18
"fin_0355-2047_1905-04-05_79-00003_759509.txt.lemmatized",13
"fin_0355-2047_1905-04-05_79-00004_759509.txt.lemmatized",13
"fin_0355-2047_1905-04-05_79-00005_759509.txt.lemmatized",13
"fin_0355-2047_1905-04-05_79-00006_759509.txt.lemmatized",4
"fin_0355-2047_1905-04-05_79-00007_759509.txt.lemmatized",13
"fin_0355-2047_1905-04-05_79-00008_759509.txt.lemmatized",3
"fin_0355-2047_1905-04-06_80-00001_759511.txt.lemmatized",12
"fin_0355-2047_1905-04-06_80-00002_759511.txt.lemmatized",18
"fin_0355-2047_1905-04-06_80-00003_759511.txt.lemmatized",10
"fin_0355-2047_1905-04-06_80-00004_759511.txt.lemmatized",10
"fin_0355-2047_1905-04-06_80-00005_759511.txt.lemmatized",13
"fin_0355-2047_1905-04-06_80-00006_759511.txt.lemmatized",4
"fin_0355-2047_1905-04-06_80-00007_759511.txt.lemmatized",8
"fin_0355-2047_1905-04-06_80-00008_759511.txt.lemmatized",15
"fin_0355-2047_1905-04-06_80-00009_759511.txt.lemmatized",10
"fin_0355-2047_1905-04-06_80-00010_759511.txt.lemmatized",10
"fin_0355-2047_1905-04-07_81-00001_759512.txt.lemmatized",12
"fin_0355-2047_1905-04-07_81-00002_759512.txt.lemmatized",18
"fin_0355-2047_1905-04-07_81-00003_759512.txt.lemmatized",5
"fin_0355-2047_1905-04-07_81-00004_759512.txt.lemmatized",5
"fin_0355-2047_1905-04-07_81-00005_759512.txt.lemmatized",13
"fin_0355-2047_1905-04-07_81-00007_759512.txt.lemmatized",13
"fin_0355-2047_1905-04-07_81-00008_759512.txt.lemmatized",15
"fin_0355-2047_1905-04-08_82-00001_759513.txt.lemmatized",12
"fin_0355-2047_1905-04-08_82-00002_759513.txt.lemmatized",18
"fin_0355-2047_1905-04-08_82-00003_759513.txt.lemmatized",20
"fin_0355-2047_1905-04-08_82-00004_759513.txt.lemmatized",10
"fin_0355-2047_1905-04-08_82-00005_759513.txt.lemmatized",10
"fin_0355-2047_1905-04-08_82-00006_759513.txt.lemmatized",19
"fin_0355-2047_1905-04-08_82-00007_759513.txt.lemmatized",4
"fin_0355-2047_1905-04-08_82-00008_759513.txt.lemmatized",3
"fin_0355-2047_1905-04-09_83A-00001_759514.txt.lemmatized",12
"fin_0355-2047_1905-04-09_83A-00002_759514.txt.lemmatized",2
"fin_0355-2047_1905-04-09_83A-00003_759514.txt.lemmatized",13
"fin_0355-2047_1905-04-09_83A-00004_759514.txt.lemmatized",10
"fin_0355-2047_1905-04-09_83A-00005_759514.txt.lemmatized",13
"fin_0355-2047_1905-04-09_83A-00006_759514.txt.lemmatized",5
"fin_0355-2047_1905-04-09_83A-00007_759514.txt.lemmatized",13
"fin_0355-2047_1905-04-09_83A-00008_759514.txt.lemmatized",3
"fin_0355-2047_1905-04-09_83B-00001_759515.txt.lemmatized",18
"fin_0355-2047_1905-04-09_83B-00002_759515.txt.lemmatized",11
"fin_0355-2047_1905-04-09_83B-00003_759515.txt.lemmatized",13
"fin_0355-2047_1905-04-09_83B-00004_759515.txt.lemmatized",3
"fin_0355-2047_1905-04-11_84-00001_759516.txt.lemmatized",12
"fin_0355-2047_1905-04-11_84-00002_759516.txt.lemmatized",18
"fin_0355-2047_1905-04-11_84-00003_759516.txt.lemmatized",20
"fin_0355-2047_1905-04-11_84-00004_759516.txt.lemmatized",13
"fin_0355-2047_1905-04-11_84-00005_759516.txt.lemmatized",10
"fin_0355-2047_1905-04-11_84-00006_759516.txt.lemmatized",13
"fin_0355-2047_1905-04-11_84-00007_759516.txt.lemmatized",4
"fin_0355-2047_1905-04-11_84-00008_759516.txt.lemmatized",8
"fin_0355-2047_1905-04-12_85-00001_759517.txt.lemmatized",12
"fin_0355-2047_1905-04-12_85-00003_759517.txt.lemmatized",13
"fin_0355-2047_1905-04-12_85-00004_759517.txt.lemmatized",13
"fin_0355-2047_1905-04-12_85-00005_759517.txt.lemmatized",13
"fin_0355-2047_1905-04-12_85-00006_759517.txt.lemmatized",4
"fin_0355-2047_1905-04-12_85-00007_759517.txt.lemmatized",9
"fin_0355-2047_1905-04-12_85-00008_759517.txt.lemmatized",3
"fin_0355-2047_1905-04-13_86-00001_759518.txt.lemmatized",12
"fin_0355-2047_1905-04-13_86-00002_759518.txt.lemmatized",18
"fin_0355-2047_1905-04-13_86-00003_759518.txt.lemmatized",20
"fin_0355-2047_1905-04-13_86-00004_759518.txt.lemmatized",20
"fin_0355-2047_1905-04-13_86-00005_759518.txt.lemmatized",10
"fin_0355-2047_1905-04-13_86-00006_759518.txt.lemmatized",19
"fin_0355-2047_1905-04-13_86-00007_759518.txt.lemmatized",16
"fin_0355-2047_1905-04-13_86-00008_759518.txt.lemmatized",3
"fin_0355-2047_1905-04-14_87-00001_759519.txt.lemmatized",12
"fin_0355-2047_1905-04-14_87-00002_759519.txt.lemmatized",18
"fin_0355-2047_1905-04-14_87-00003_759519.txt.lemmatized",20
"fin_0355-2047_1905-04-14_87-00004_759519.txt.lemmatized",10
"fin_0355-2047_1905-04-14_87-00005_759519.txt.lemmatized",13
"fin_0355-2047_1905-04-14_87-00006_759519.txt.lemmatized",4
"fin_0355-2047_1905-04-14_87-00007_759519.txt.lemmatized",13
"fin_0355-2047_1905-04-14_87-00008_759519.txt.lemmatized",15
"fin_0355-2047_1905-04-15_88-00001_759520.txt.lemmatized",12
"fin_0355-2047_1905-04-15_88-00002_759520.txt.lemmatized",18
"fin_0355-2047_1905-04-15_88-00003_759520.txt.lemmatized",1
"fin_0355-2047_1905-04-15_88-00004_759520.txt.lemmatized",10
"fin_0355-2047_1905-04-15_88-00005_759520.txt.lemmatized",10
"fin_0355-2047_1905-04-15_88-00006_759520.txt.lemmatized",14
"fin_0355-2047_1905-04-15_88-00007_759520.txt.lemmatized",14
"fin_0355-2047_1905-04-15_88-00008_759520.txt.lemmatized",15
"fin_0355-2047_1905-04-16_89A-00001_759522.txt.lemmatized",12
"fin_0355-2047_1905-04-16_89A-00002_759522.txt.lemmatized",10
"fin_0355-2047_1905-04-16_89A-00003_759522.txt.lemmatized",10
"fin_0355-2047_1905-04-16_89A-00004_759522.txt.lemmatized",1
"fin_0355-2047_1905-04-16_89A-00005_759522.txt.lemmatized",10
"fin_0355-2047_1905-04-16_89A-00006_759522.txt.lemmatized",1
"fin_0355-2047_1905-04-16_89A-00007_759522.txt.lemmatized",8
"fin_0355-2047_1905-04-16_89A-00008_759522.txt.lemmatized",3
"fin_0355-2047_1905-04-16_89B-00001_759521.txt.lemmatized",12
"fin_0355-2047_1905-04-16_89B-00002_759521.txt.lemmatized",18
"fin_0355-2047_1905-04-16_89B-00003_759521.txt.lemmatized",1
"fin_0355-2047_1905-04-16_89B-00004_759521.txt.lemmatized",6
"fin_0355-2047_1905-04-16_89B-00005_759521.txt.lemmatized",12
"fin_0355-2047_1905-04-16_89B-00006_759521.txt.lemmatized",3
"fin_0355-2047_1905-04-18_90-00001_759523.txt.lemmatized",12
"fin_0355-2047_1905-04-18_90-00002_759523.txt.lemmatized",18
"fin_0355-2047_1905-04-18_90-00003_759523.txt.lemmatized",1
"fin_0355-2047_1905-04-18_90-00004_759523.txt.lemmatized",1
"fin_0355-2047_1905-04-18_90-00005_759523.txt.lemmatized",1
"fin_0355-2047_1905-04-18_90-00006_759523.txt.lemmatized",14
"fin_0355-2047_1905-04-18_90-00007_759523.txt.lemmatized",8
"fin_0355-2047_1905-04-18_90-00008_759523.txt.lemmatized",3
"fin_0355-2047_1905-04-19_91-00001_759524.txt.lemmatized",12
"fin_0355-2047_1905-04-19_91-00002_759524.txt.lemmatized",18
"fin_0355-2047_1905-04-19_91-00003_759524.txt.lemmatized",1
"fin_0355-2047_1905-04-19_91-00004_759524.txt.lemmatized",1
"fin_0355-2047_1905-04-19_91-00005_759524.txt.lemmatized",1
"fin_0355-2047_1905-04-19_91-00006_759524.txt.lemmatized",14
"fin_0355-2047_1905-04-19_91-00007_759524.txt.lemmatized",5
"fin_0355-2047_1905-04-19_91-00008_759524.txt.lemmatized",3
"fin_0355-2047_1905-04-20_92-00001_759525.txt.lemmatized",12
"fin_0355-2047_1905-04-20_92-00002_759525.txt.lemmatized",18
"fin_0355-2047_1905-04-20_92-00003_759525.txt.lemmatized",20
"fin_0355-2047_1905-04-20_92-00004_759525.txt.lemmatized",1
"fin_0355-2047_1905-04-20_92-00005_759525.txt.lemmatized",14
"fin_0355-2047_1905-04-20_92-00006_759525.txt.lemmatized",1
"fin_0355-2047_1905-04-20_92-00007_759525.txt.lemmatized",8
"fin_0355-2047_1905-04-20_92-00008_759525.txt.lemmatized",15
"fin_0355-2047_1905-04-21_93-00001_759526.txt.lemmatized",12
"fin_0355-2047_1905-04-21_93-00002_759526.txt.lemmatized",18
"fin_0355-2047_1905-04-21_93-00003_759526.txt.lemmatized",10
"fin_0355-2047_1905-04-21_93-00004_759526.txt.lemmatized",1
